"","max_shovel_i1","max_labial_i1","max_distal_c","max_metacone_m1","max_hypocone_m1","max_carabelli_m1","mand_deflect_m1","mand_proto_m1","mand_cusp5_m1","mand_cusp6_m1","mand_cusp7_m1"
"106",0.014,-0.089,-0.1774,-1.2593,-0.7841,-0.1343,-0.0688,-0.0886,-0.4754,0.0130000000000001,-0.0883000000000003
"107",-0.1741,-0.0899,-0.1528,-1.263,-0.7872,-0.1092,NA,NA,-0.4786,-0.0619,-0.0634
"108",-0.1755,-0.1591,-0.1817,-1.2666,-0.7903,-0.1718,-0.0699,-0.0897,-0.4818,-0.0626,-0.0644
"109",-0.1769,-0.0914,-0.14,-0.0411,-0.7934,-0.1731,-0.071,-0.0909,-0.2571,-0.0632,-0.0653
"110",-0.2731,-0.1626,-0.1565,-1.274,-0.7965,-0.1402,-0.0331,-0.092,-0.2591,0.0900999999999996,-0.0861000000000001
"111",-0.1796,-0.1651,-0.187,-1.2775,-0.7995,-0.1418,-0.0337,-0.0931,-0.0306999999999999,-0.0641,-0.0742
"112",-0.2776,-0.1676,-0.1428,-1.281,-0.0182,-0.1349,-0.0729,-0.0942,-0.2637,0.0177,-0.0831
"113",-0.1823,-0.1701,-0.1601,-0.0454,-0.02,-0.129,-0.0347999999999999,-0.0953,-0.2656,-0.0647,-0.1029
"114",0.0130000000000001,-0.0171000000000001,-0.1614,-1.2881,-0.8089,-0.149,-0.0744,-0.0964,-0.5006,-0.0654,-0.0665
"115",-0.185,-0.1725,-0.1627,-1.2915,-0.0226000000000001,-0.1429,NA,NA,NA,NA,NA
"116",-0.1863,-0.1749,-0.1481,-1.2949,-0.815,-0.1455,-0.0357999999999999,-0.0975,-0.2688,-0.066,-0.0884
"117",-0.2866,-0.097,-0.1659,-1.2982,-0.8179,-0.1481,-0.0759,-0.0002000000000002,-0.0346,-0.0666,-0.0676
"118",-0.289,-0.1783,-0.1989,-1.3016,-1.6153,-0.1721,-0.077,NA,-0.2733,-0.0672,-0.0685
"119",-0.0892,-0.1807,-0.2012,-2.558,-1.6204,-0.1734,-0.0780999999999999,-0.0985,-0.2752,-0.0678,-0.0797
"120",-0.1916,-0.0991,-0.1681,-1.3079,-0.8259,-0.159,-0.0790999999999999,-0.0996,-0.2771,-0.0684,-0.0909
"121",0.0105000000000002,-0.184,-0.1516,-0.0528,-0.8287,-0.1529,0.00419999999999998,-0.000300000000000189,-0.0391,0.0181,-0.0703
"122",-0.0933,-0.1863,-0.1362,-1.3145,-0.8314,-0.1479,0.00320000000000009,-0.1006,-0.762,-0.0691,-0.0712
"123",-0.0946,-0.1012,-0.1412,-1.3177,-0.8342,-0.1943,0.0436000000000001,-0.1017,-0.2823,-0.0697,-0.0720999999999999
"124",-0.2979,-0.0145000000000002,-0.1763,-0.0564,-0.03,-0.1518,-0.0802999999999999,-0.1027,-0.2842,-0.0703,-0.073
"125",-0.1981,-0.1896,-0.1623,-1.3241,-0.8399,-0.1763,NA,-0.1038,-0.2861,-0.0709,NA
"126",-0.3022,-0.1919,-0.1794,-0.0591,-0.8426,-0.1569,-0.0392,-0.1049,-0.7789,0.0182,-0.0739
"127",-0.097,-0.1942,-0.211,-1.3305,-0.8453,-0.1991,-0.0397999999999999,-0.1059,-0.2886,-0.0715,-0.0748
"128",-0.202,-0.1965,-0.1812,-0.0618,-0.848,-0.2005,-0.0821,-0.107,-0.2905,-0.0721,-0.0757
"129",0.00530000000000008,-0.1988,-0.1662,-0.0636,-0.8506,-0.1809,-0.0831999999999999,-0.108,-0.5419,-0.0727,-0.0996000000000001
"130",-0.1011,0.0840000000000001,-0.2161,-0.0654,-0.0364,-0.2037,NA,-0.109,-0.2936,-0.0733,-0.0856
"131",-0.2059,-0.2006,-0.2183,-1.3431,-0.0382,-0.1603,-0.0842999999999999,-0.1101,-0.0434,-0.0739,-0.0955000000000001
"132",-0.2072,-0.2028,-0.2205,-1.3461,-0.859,-0.1717,-0.0416,-0.1111,-0.5505,-0.0281,-0.0972999999999999
"133",-0.1038,-0.205,-0.1857,-1.349,-0.8616,-0.194,-0.0856999999999999,-0.1121,-0.2993,-0.0747,-0.0775
"134",-0.2099,-0.00990000000000002,-0.187,-1.3519,-0.0418000000000001,-0.1815,NA,-0.1132,-0.0462,-0.0753,NA
"135",-0.2111,-0.2072,-0.1882,-1.3548,-0.867,-0.1694,-0.0426,-0.1142,-0.3037,-0.0759,-0.0784
"136",-0.2124,-0.1101,-0.1704,-1.3576,-0.8696,-0.1865,-0.0871,-0.1152,-0.3056,-0.0765,-0.0793
"137",-0.2137,-0.0116000000000001,-0.2289,-1.3605,-0.0455,-0.1882,NA,NA,-0.5645,0.0179,NA
"138",-0.1078,-0.2103,-0.2311,-0.0739,-0.0473,-0.1899,0.000799999999999912,-0.1162,-0.3086,-0.0771,-0.0895
"139",-0.2163,-0.2125,-0.2332,-2.657,-0.8777,-0.1791,-0.0440999999999999,NA,-0.3104,-0.0777,-0.0807
"140",-0.3255,-0.2146,-0.1927,-1.3688,-0.8802,-0.1949,-0.0886,-0.1172,-0.3123,-0.0783,-0.1085
"141",-0.11,-0.1136,-0.194,-1.3716,-0.8827,-0.1911,-0.0896,-0.1182,-0.3141,-0.0789,-0.0815
"142",-0.2201,-0.2177,-0.1736,-1.3743,-0.8851,-0.1938,-0.000499999999999945,-0.1192,-0.3159,-0.0794,-0.0824
"143",-0.3308,-0.0103,-0.2398,-1.377,-0.8875,-0.2216,NA,-0.1202,NA,NA,-0.102
"144",-0.3329,-0.2198,-0.1975,-0.0799,-0.0539000000000001,-0.1963,-0.0906999999999999,-0.1212,-0.5808,-0.08,-0.0835
"145",-0.1123,-0.1166,-0.1988,-1.3827,-0.8927,-0.2141,NA,-0.00360000000000005,-0.3189,-0.0806,-0.0844
"146",-0.2249,-0.1174,-0.2452,-1.3853,-0.8951,-0.226,-0.0916999999999999,-0.1221,-1.3818,-0.0812,-0.0853
"147",-0.2262,-0.2236,-0.1772,-0.0837,-0.8975,-0.2103,-0.0927999999999999,-0.1231,-0.3207,-0.0818,-0.0861999999999999
"148",-0.2274,-0.012,-0.2024,-1.3909,-0.8998,-0.2116,-0.0937999999999999,-0.1241,-0.8584,-0.0823,-0.087
"149",-0.2287,-0.2257,-0.2036,-1.3935,-1.7448,-0.2128,-0.0947999999999999,-0.125,-0.5928,-0.0829,-0.0879
"150",-0.2299,-0.0129000000000001,-0.1583,-1.3961,-0.9042,-0.2018,-0.0957999999999999,-0.004,-0.5952,0.0183,-0.1033
"151",-0.2311,-0.0147000000000002,-0.2074,-1.3987,-0.9065,-0.2045,-0.0968999999999999,-0.126,-0.3255,-0.0835,-0.089
"152",-0.2324,-0.0166000000000002,-0.2533,-1.4012,-1.7559,-0.2354,-0.0978999999999999,-0.1269,-0.6003,-0.0841,-0.0899
"153",-0.2336,-0.2278,-0.1861,-0.0905,-0.9108,-0.2248,-0.0988999999999999,-0.1279,-0.0541999999999999,-0.0847,-0.0907
"154",-0.119,-0.2299,-0.211,-1.4066,-0.9131,-0.2135,0.00130000000000008,-0.1288,-0.331,-0.0852,-0.0916
"155",-0.2361,-0.1242,-0.2123,-0.0931999999999999,-0.9154,-0.2276,-0.0497,-0.1298,-0.3328,-0.0858,-0.1047
"156",-0.3538,-0.0174000000000001,-0.2135,-1.4119,-0.9177,-0.2418,-0.000599999999999934,-0.1307,-0.3346,-0.0864,-0.0926
"157",-0.2384,-0.2328,-0.1917,-0.096,-0.9199,-0.243,-0.0508999999999999,-0.1317,-1.4436,-0.0869,-0.0935
"158",-0.2396,-0.2348,-0.2166,-0.0978,-0.9222,-0.2159,-0.0515,-0.1326,-0.3364,-0.0875,-0.1063
"159",-0.2408,-0.2368,-0.2638,-1.4199,-0.9244,-0.2459,-0.00340000000000007,-0.1336,-0.3382,-0.0881,-0.0946
"160",-0.242,-0.1277,-0.2658,-0.1006,-0.9267,-0.2324,-0.1011,NA,-0.34,-0.0886,-0.1143
"161",-0.2432,-0.2397,-0.2187,-1.4251,-1.7875,-0.2488,-0.1021,-0.1345,-0.3418,-0.0892,-0.0953
"162",-0.3645,-0.2417,-0.1954,-1.4275,-0.9308,-0.25,NA,-0.1354,-0.3435,-0.0897,-0.0962
"163",-0.1247,-0.2437,-0.1977,-0.1044,-0.9329,-0.2512,0.0459000000000001,-0.1364,-0.3453,-0.0903,-0.1241
"164",-0.3677,-0.2456,-0.2237,-0.1062,-0.0727,-0.2354,-0.1031,-0.1373,-0.3471,-0.0909,-0.1316
"165",-0.1262,-0.1307,-0.2729,-1.4353,-0.0745,-0.2102,NA,-0.1382,-0.3489,-0.0914,-0.0963
"166",-0.1275,-0.1316,-0.2007,-1.4376,-0.9402,-0.2554,-0.0536,-0.1391,-0.3507,-0.092,-0.0971
"167",-0.1287,-0.0156000000000001,-0.2758,-1.44,-0.0773,-0.1953,-0.00409999999999999,-0.14,-0.3525,-0.0925,-0.098
"168",-0.2516,-0.2492,-0.2527,-0.111,-0.9449,-0.2565,-0.00499999999999989,-0.141,-0.9257,-0.0931,-0.0988
"169",-0.2528,-0.2512,NA,-0.1128,0.7869,-0.2181,NA,-0.1419,-0.3549,-0.0936,-0.0996
"170",-0.2539,0.103,-0.2284,-1.4476,-0.0828,-0.2057,NA,-0.1428,-0.6445,-0.0942,-0.1005
"171",-0.00889999999999991,-0.2527,-0.2297,-1.4499,-0.9524,-0.2589,-0.1045,-0.1437,-0.6467,-0.0947,-0.1013
"172",-0.3788,0.1018,NA,-0.1167,-0.0857,-0.2397,-0.0555,-0.1446,-0.0689000000000001,0.0187999999999999,-0.1021
"173",-0.3807,-0.2542,-0.2828,-0.1184,-0.957,-0.2618,-0.0561999999999999,-0.1455,-0.6516,-0.0383,-0.1241
"174",-0.2585,-0.1372,-0.2847,-1.4574,-0.0885,-0.2126,-0.1062,-0.1463,-0.6538,0.018,-0.1029
"175",-0.1352,-0.138,-0.2866,-0.1212,-0.0903,-0.2326,-0.1072,-0.1472,-0.3637,-0.0955,-0.1037
"176",-0.2609,-0.1388,-0.2885,-1.4623,-0.0921000000000001,-0.2412,NA,-0.1481,-1.5368,-0.096,-0.1046
"177",-0.262,-0.2585,NA,-0.124,-0.0939,-0.243,-0.1082,-0.149,-0.3654,-0.0966,-0.1054
"178",-0.1378,-0.2604,-0.2325,-1.4671,-0.9689,-0.2391,-0.00669999999999993,-0.1499,-0.6621,-0.0971,-0.1062
"179",-0.2644,-0.2623,-0.2919,-0.1269,-0.0967,-0.2685,-0.1092,-0.1507,-0.3683,-0.0976,-0.1132
"180",-0.1397,0.1045,-0.2937,-1.4718,-0.9734,-0.2361,-0.1101,-0.1516,-0.9631,-0.0982,-0.1075
"181",-0.2668,-0.1421,-0.2956,-1.474,-0.9755,-0.2703,-0.1111,-0.1525,-0.0729000000000001,-0.0987,-0.1083
"182",-0.2679,-0.2645,-0.2662,-0.1307,-0.9775,-0.2715,-0.1121,-0.1534,-0.3732,-0.0993,-0.1092
"183",-0.2691,-0.2664,-0.2992,-0.1325,-1.8574,-0.2726,-0.113,-0.1542,-0.6734,-0.0998,NA
"184",-0.3975,-0.144,-0.301,-1.4812,-0.9812,-0.2737,-0.114,-0.1551,-0.3761,-0.1003,-0.11
"185",-0.2712,-0.269,-0.2697,-1.4834,-0.9832,-0.2509,-0.1149,-0.1559,-0.0778,-0.1009,-0.1108
"186",-0.2723,-0.1453,-0.3046,-0.1363,-0.1042,-0.2764,-0.1159,-0.1568,-0.3803,-0.1014,-0.1116
"187",-0.2735,-0.1461,-0.3064,-4.188,0.7757,-0.2341,-0.1168,-0.1576,-1.5847,-0.1019,-0.1124
"188",-0.2746,-0.0216000000000001,-0.3082,-0.1381,-0.9904,-0.2775,-0.1178,-0.1585,-0.684,-0.1025,-0.1165
